400 400
1.00043 -3.34592e-05 1.40446e-06
1.00043 -3.52884e-05 1.42785e-06
1.00043 -3.71092e-05 1.45051e-06
1.00043 -3.89954e-05 1.47244e-06
1.00042 -4.08716e-05 1.49364e-06
1.00042 -4.28114e-05 1.51414e-06
1.00042 -4.47394e-05 1.53394e-06
1.00042 -4.6729e-05 1.55305e-06
1.00042 -4.87055e-05 1.57147e-06
1.00042 -5.07416e-05 1.58922e-06
1.00042 -5.27631e-05 1.60631e-06
1.00042 -5.48424e-05 1.62276e-06
1.00042 -5.69055e-05 1.63855e-06
1.00042 -5.90247e-05 1.65372e-06
1.00042 -6.11264e-05 1.66826e-06
1.00042 -6.32823e-05 1.6822e-06
1.00041 -6.54194e-05 1.69553e-06
1.00041 -6.7609e-05 1.70827e-06
1.00041 -6.97785e-05 1.72042e-06
1.00041 -7.19989e-05 1.732e-06
1.00041 -7.41978e-05 1.74301e-06
1.00041 -7.6446e-05 1.75347e-06
1.00041 -7.86716e-05 1.76337e-06
1.00041 -8.09448e-05 1.77275e-06
1.00041 -8.31942e-05 1.78158e-06
1.00041 -8.54898e-05 1.7899e-06
1.00041 -8.77604e-05 1.7977e-06
1.00041 -9.00757e-05 1.805e-06
1.00041 -9.2365e-05 1.81179e-06
1.00041 -9.46973e-05 1.8181e-06
1.00041 -9.70027e-05 1.82391e-06
1.00041 -9.93497e-05 1.82926e-06
1.00041 -0.000101669 1.83413e-06
1.00041 -0.000104028 1.83854e-06
1.00041 -0.000106358 1.84248e-06
1.00041 -0.000108727 1.84598e-06
1.00041 -0.000111067 1.84902e-06
1.00041 -0.000113443 1.85163e-06
1.00041 -0.000115789 1.85379e-06
1.00041 -0.000118171 1.85554e-06
1.00041 -0.000120522 1.85684e-06
1.00041 -0.000122907 1.85774e-06
1.00041 -0.000125259 1.8582e-06
1.00041 -0.000127645 1.85827e-06
1.00041 -0.000129998 1.85791e-06
1.00041 -0.000132383 1.85715e-06
1.00041 -0.000134734 1.85598e-06
1.00041 -0.000137116 1.85443e-06
1.00041 -0.000139463 1.85246e-06
1.00041 -0.000141839 1.85011e-06
1.00041 -0.00014418 1.84736e-06
1.00041 -0.000146549 1.84423e-06
1.00041 -0.000148882 1.8407e-06
1.00041 -0.000151242 1.8368e-06
1.00041 -0.000153565 1.8325e-06
1.00041 -0.000155914 1.82783e-06
1.00041 -0.000158225 1.82277e-06
1.00041 -0.00016056 1.81734e-06
1.00041 -0.000162857 1.81152e-06
1.00041 -0.000165177 1.80534e-06
1.00041 -0.000167459 1.79876e-06
1.00042 -0.000169762 1.79182e-06
1.00042 -0.000172025 1.7845e-06
1.00042 -0.00017431 1.77681e-06
1.00042 -0.000176554 1.76873e-06
1.00042 -0.000178817 1.76029e-06
1.00042 -0.000181039 1.75146e-06
1.00042 -0.00018328 1.74227e-06
1.00042 -0.000185478 1.73269e-06
1.00042 -0.000187694 1.72275e-06
1.00042 -0.000189867 1.71242e-06
1.00042 -0.000192056 1.70173e-06
1.00042 -0.000194202 1.69064e-06
1.00043 -0.000196363 1.67919e-06
1.00043 -0.000198479 1.66735e-06
1.00043 -0.000200609 1.65515e-06
1.00043 -0.000202695 1.64255e-06
1.00043 -0.000204792 1.62958e-06
1.00043 -0.000206844 1.61622e-06
1.00043 -0.000208907 1.60249e-06
1.00043 -0.000210925 1.58837e-06
1.00044 -0.000212951 1.57388e-06
1.00044 -0.000214931 1.55899e-06
1.00044 -0.00021692 1.54372e-06
1.00044 -0.000218861 1.52807e-06
1.00044 -0.000220809 1.51203e-06
1.00044 -0.000222709 1.4956e-06
1.00044 -0.000224615 1.47879e-06
1.00045 -0.000226473 1.46159e-06
1.00045 -0.000228334 1.444e-06
1.00045 -0.000230147 1.42602e-06
1.00045 -0.000231962 1.40766e-06
1.00045 -0.000233728 1.3889e-06
1.00045 -0.000235495 1.36976e-06
1.00046 -0.000237212 1.35022e-06
1.00046 -0.000238929 1.3303e-06
1.00046 -0.000240596 1.30998e-06
1.00046 -0.000242261 1.28929e-06
1.00046 -0.000243874 1.2682e-06
1.00046 -0.000245485 1.24672e-06
1.00047 -0.000247044 1.22486e-06
1.00047 -0.000248599 1.20261e-06
1.00047 -0.000250101 1.17997e-06
1.00047 -0.000251599 1.15696e-06
1.00047 -0.000253042 1.13355e-06
1.00048 -0.00025448 1.10977e-06
1.00048 -0.000255863 1.0856e-06
1.00048 -0.000257238 1.06106e-06
1.00048 -0.000258559 1.03614e-06
1.00048 -0.000259871 1.01085e-06
1.00049 -0.000261127 9.8518e-07
1.00049 -0.000262374 9.5915e-07
1.00049 -0.000263564 9.32743e-07
1.00049 -0.000264743 9.05983e-07
1.00049 -0.000265865 8.78851e-07
1.0005 -0.000266975 8.51372e-07
1.0005 -0.000268027 8.23528e-07
1.0005 -0.000269066 7.95344e-07
1.0005 -0.000270047 7.66804e-07
1.00051 -0.000271013 7.37931e-07
1.00051 -0.00027192 7.08711e-07
1.00051 -0.000272812 6.79167e-07
1.00051 -0.000273644 6.49284e-07
1.00051 -0.00027446 6.19088e-07
1.00052 -0.000275216 5.88565e-07
1.00052 -0.000275954 5.57738e-07
1.00052 -0.000276631 5.26595e-07
1.00052 -0.00027729 4.95161e-07
1.00053 -0.000277888 4.63424e-07
1.00053 -0.000278466 4.31407e-07
1.00053 -0.000278983 3.991e-07
1.00053 -0.000279479 3.66529e-07
1.00054 -0.000279913 3.33681e-07
1.00054 -0.000280325 3.00584e-07
1.00054 -0.000280676 2.67225e-07
1.00054 -0.000281003 2.33633e-07
1.00055 -0.000281269 1.99796e-07
1.00055 -0.000281511 1.65741e-07
1.00055 -0.00028169 1.3146e-07
1.00055 -0.000281844 9.69781e-08
1.00056 -0.000281936 6.22884e-08
1.00056 -0.000282003 2.74171e-08
1.00056 -0.000282007 -7.6431e-09
1.00056 -0.000281984 -4.28652e-08
1.00057 -0.000281899 -7.82557e-08
1.00057 -0.000281787 -1.13788e-07
1.00057 -0.000281612 -1.49467e-07
1.00057 -0.000281409 -1.85265e-07
1.00058 -0.000281144 -2.21189e-07
1.00058 -0.00028085 -2.5721e-07
1.00058 -0.000280493 -2.93333e-07
1.00059 -0.000280109 -3.29529e-07
1.00059 -0.00027966 -3.65804e-07
1.00059 -0.000279183 -4.02128e-07
1.00059 -0.000278643 -4.38504e-07
1.0006 -0.000278075 -4.74906e-07
1.0006 -0.000277443 -5.11334e-07
1.0006 -0.000276782 -5.47762e-07
1.0006 -0.000276058 -5.8419e-07
1.00061 -0.000275304 -6.2059e-07
1.00061 -0.000274488 -6.56964e-07
1.00061 -0.000273643 -6.93282e-07
1.00061 -0.000272736 -7.29546e-07
1.00062 -0.000271799 -7.65727e-07
1.00062 -0.0002708 -8.01825e-07
1.00062 -0.000269772 -8.37811e-07
1.00062 -0.000268682 -8.73686e-07
1.00063 -0.000267564 -9.09419e-07
1.00063 -0.000266384 -9.45011e-07
1.00063 -0.000265175 -9.80433e-07
1.00063 -0.000263906 -1.01568e-06
1.00064 -0.000262608 -1.05073e-06
1.00064 -0.000261251 -1.08558e-06
1.00064 -0.000259865 -1.1202e-06
1.00064 -0.00025842 -1.15458e-06
1.00065 -0.000256948 -1.1887e-06
1.00065 -0.000255417 -1.22256e-06
1.00065 -0.000253859 -1.25613e-06
1.00065 -0.000252244 -1.2894e-06
1.00065 -0.000250601 -1.32235e-06
1.00066 -0.000248903 -1.35497e-06
1.00066 -0.000247179 -1.38723e-06
1.00066 -0.000245399 -1.41914e-06
1.00066 -0.000243594 -1.45067e-06
1.00067 -0.000241735 -1.4818e-06
1.00067 -0.000239852 -1.51252e-06
